파츠번호,년월,판매수량,품절주수
PT3855,2025-07,0,4
PT3855,2025-08,0,5
PT3855,2025-09,0,4
PT3855,2025-10,0,5
PT3855,2025-11,0,4
PT3855,2025-12,0,4
PT3855,2026-01,0,5
PT3855,2026-02,490,4
PT3855,2026-03,0,4
PT3855,2026-04,0,5
PT3855,2026-05,0,4
PT3855,2026-06,0,3
PT3856,2025-07,140,4
PT3856,2025-08,0,2
PT3856,2025-09,90,0
PT3856,2026-01,130,0
PT3856,2026-02,400,0
PT3856,2026-04,0,5
PT3856,2026-05,0,4
PT3856,2026-06,0,3
PT4391,2025-07,150,0
PT4391,2025-08,30,0
PT4391,2025-09,100,0
PT4391,2025-10,50,0
PT4391,2025-11,10,0
PT4391,2025-12,140,0
PT4391,2026-01,230,0
PT4391,2026-02,82,0
PT4391,2026-03,220,0
PT4391,2026-04,430,0
PT4391,2026-05,300,0
PT4391,2026-06,100,0
PT4476,2025-02,0,2
PT4476,2025-03,0,4
PT4476,2025-04,0,4
PT4476,2025-05,0,1
PT4476,2025-06,30,0
PT4476,2025-07,150,0
PT4476,2026-01,100,0
PT4476,2026-02,60,0
PT4477,2025-07,150,0
PT4477,2025-11,30,0
PT4477,2026-01,100,0
PT4478,2025-02,0,2
PT4478,2025-03,0,4
PT4478,2025-04,0,4
PT4478,2025-05,0,1
PT4478,2025-07,50,0
PT4478,2025-09,30,0
PT4478,2025-11,150,0
PT4478,2026-01,160,0
PT4478,2026-02,30,0
PT4478,2026-03,80,0
PT4615,2025-06,500,0
PT4615,2025-07,1150,0
PT4615,2025-08,101,0
PT4615,2025-09,367,0
PT4615,2025-10,1315,0
PT4615,2025-11,460,1
PT4615,2025-12,160,4
PT4615,2026-01,0,5
PT4615,2026-02,0,4
PT4615,2026-03,0,4
PT4615,2026-04,0,5
PT4615,2026-05,0,1
PT0571,2025-08,100,0
PT0571,2025-09,250,0
PT0571,2026-01,100,0
PT0571,2026-03,100,0
PT1708,2025-07,200,0
PT1708,2025-10,300,0
PT1708,2026-04,100,0
PT1708,2026-06,200,0
PT3159,2025-06,100,0
PT3159,2025-07,721,0
PT3159,2025-08,700,0
PT3159,2025-09,450,0
PT3159,2025-10,975,0
PT3159,2025-12,470,0
PT3159,2026-01,621,0
PT3159,2026-02,300,0
PT3159,2026-03,680,0
PT3341,2025-06,1000,0
PT3341,2025-07,140,0
PT3341,2025-08,1426,0
PT3341,2025-09,274,0
PT3341,2025-11,290,0
PT3341,2025-12,300,0
PT3341,2026-01,230,0
PT3341,2026-02,1400,0
PT3341,2026-03,300,0
PT3341,2026-04,205,0
PT3341,2026-05,55,0
PT3341,2026-06,400,0
PT3341,2026-07,50,0
PT4392,2025-06,30,0
PT4392,2025-07,550,0
PT4392,2025-08,160,0
PT4392,2025-09,290,0
PT4392,2025-10,150,0
PT4392,2025-11,473,0
PT4392,2025-12,210,0
PT4392,2026-01,830,0
PT4392,2026-02,172,0
PT4392,2026-03,555,0
PT4392,2026-04,712,0
PT4392,2026-05,350,0
PT4392,2026-06,200,0
PT1583,2025-06,100,0
PT1583,2025-07,60,0
PT1583,2025-08,150,0
PT1583,2025-09,1370,0
PT1583,2025-10,250,0
PT1583,2025-11,2212,0
PT1583,2026-01,1000,0
PT1583,2026-02,280,0
PT1583,2026-04,50,0
PT1583,2026-06,370,0
PT1583,2026-07,600,0
PT0453,2025-06,400,0
PT0453,2025-07,1400,0
PT0453,2025-08,2150,0
PT0453,2025-09,553,0
PT0453,2025-10,340,0
PT0453,2025-11,1120,0
PT0453,2025-12,1727,0
PT0453,2026-01,800,0
PT0453,2026-02,50,0
PT0453,2026-03,2400,0
PT0453,2026-04,920,0
PT0453,2026-05,200,0
PT0453,2026-06,480,0
PT1695,2025-07,100,0
PT1695,2025-09,170,0
PT1695,2025-10,290,0
PT1695,2025-11,100,0
PT1695,2025-12,220,0
PT1695,2026-01,367,0
PT2717,2025-07,500,0
PT2717,2025-08,350,0
PT2717,2026-05,360,0
PT3334,2025-08,500,0
PT3334,2025-09,200,0
PT3334,2025-12,100,0
PT3334,2026-04,320,0
PT3334,2026-06,250,0
PT3334,2026-07,860,0
PT4713,2026-02,0,1
PT1493,2025-06,200,0
PT1493,2025-07,200,0
PT1493,2025-08,580,0
PT1493,2025-09,2700,0
PT1493,2025-10,1128,0
PT1493,2025-11,2496,0
PT1493,2025-12,1987,0
PT1493,2026-01,1385,0
PT1493,2026-02,2026,0
PT1493,2026-03,1567,0
PT1493,2026-04,1251,0
PT1493,2026-05,300,0
PT1493,2026-06,2250,0
PT1493,2026-07,200,0
PT1517,2025-1,100,0
PT1517,2025-11,200,0
PT1517,2025-12,100,0
PT1517,2026-04,320,0
PT1517,2026-05,259,0
PT1517,2026-06,200,0
PT1517,2026-07,750,0
PT1718,2025-07,600,0
PT1718,2025-8,271,0
PT1718,2025-9,870,0
PT1718,2025-10,4354,0
PT1718,2025-11,1102,0
PT1718,2025-12,450,0
PT1718,2026-01,400,0
PT1718,2026-02,600,0
PT1718,2026-03,1850,0
PT1718,2026-04,150,0
PT1718,2026-05,1500,0
PT1718,2026-06,410,0
PT1800,2025-06,300,0
PT1800,2025-7,570,0
PT1800,2025-9,350,0
PT1800,2025-11,250,0
PT1800,2025-12,495,3
PT1800,2026-01,850,0
PT1800,2026-03,1200,0
PT1800,2026-04,150,0
PT1800,2026-05,400,0
PT1800,2026-06,100,0
PT1803,2025-06,400,0
PT1803,2025-7,100,0
PT1803,2025-9,550,0
PT1803,2025-10,100,0
PT1803,2025-11,100,0
PT1803,2025-12,796,0
PT1803,2026-01,100,0
PT1803,2026-05,1000,0
PT1803,2026-06,800,0
PT1803,2026-07,220,0
PT1619,2025-06,100,0
PT1619,2025-7,600,0
PT1619,2025-9,330,0
PT1619,2025-10,100,0
PT1619,2025-11,700,0
PT1619,2025-12,1085,0
PT1619,2026-01,402,0
PT1619,2026-02,100,0
PT1619,2026-03,328,0
PT1619,2026-04,850,0
PT1619,2026-05,300,0
PT1719,2025-06,700,0
PT1719,2025-07,670,0
PT1719,2025-8,101,0
PT1719,2025-9,350,0
PT1719,2025-10,1454,0
PT1719,2025-11,852,0
PT1719,2025-12,651,0
PT1719,2026-01,100,0
PT1719,2026-02,600,0
PT1719,2026-03,1850,0
PT1719,2026-04,300,0
PT1719,2026-05,4100,0
PT1719,2026-06,1210,0
PT1719,2026-07,220,0
PT1802,2025-06,700,0
PT1802,2025-07,1270,0
PT1802,2025-8,271,0
PT1802,2025-9,1770,0
PT1802,2025-10,4454,0
PT1802,2025-11,1452,0
PT1802,2025-12,1741,0
PT1802,2026-01,1350,0
PT1802,2026-02,600,0
PT1802,2026-03,3050,0
PT1802,2026-04,300,0
PT1802,2026-05,4900,0
PT1802,2026-6,1310,0
PT1802,2026-07,220,0
PT0475,2025-06,100,0
PT0475,2025-07,300,0
PT0475,2025-08,100,0
PT0475,2025-10,300,0
PT0475,2025-11,400,0
PT0475,2025-12,235,0
PT0475,2026-01,50,0
PT0475,2026-02,150,0
PT0475,2026-3,100,0
PT0475,2026-04,50,0
PT0475,2026-06,100,0
PT0475,2026-07,100,0
PT0477,2025-06,200,0
PT0477,2025-7,200,0
PT0477,2025-12,100,0
PT0477,2026-1,100,0
PT0477,2026-07,100,0
PT0534,2025-07,500,0
PT0534,2025-08,380,0
PT0534,2025-09,50,0
PT0534,2025-11,380,0
PT0534,2025-12,500,0
PT0534,2026-01,350,0
PT0534,2026-02,390,0
PT0534,2026-4,100,0
PT0542,2025-06,100,0
PT0542,2025-07,400,0
PT0542,2025-08,100,0
PT0542,2025-09,100,0
PT0542,2025-10,100,0
PT0542,2025-11,650,0
PT0542,2025-12,1700,0
PT0542,2026-01,400,0
PT0542,2026-03,305,0
PT0542,2026-04,100,0
PT0542,2026-05,400,0
PT0542,2026-07,100,0
PT0543,2025-03,100,0
PT0543,2025-04,100,0
PT0543,2025-6,200,0
PT0543,2025-7,300,0
PT0543,2025-8,400,0
PT0543,2025-09,300,0
PT0543,2025-10,50,0
PT0543,2025-12,500,0
PT0543,2026-01,870,0
PT0543,2026-02,100,0
PT0543,2026-03,600,0
PT0543,2026-04,100,0
PT0543,2026-05,505,0
PT0543,2026-06,120,0
PT0543,2026-07,100,0
PT0562,2025-8,150,0
PT0563,2025-8,100,0
PT0563,2025-09,100,0
PT0563,2025-11,980,0
PT0563,2026-01,400,0
PT0563,2026-03,130,0
PT0563,2026-04,100,0
PT0563,2026-05,250,0
PT0576,2025-07,100,0
PT0576,2025-10,150,0
PT0576,2025-12,200,0
PT0576,2026-03,150,0
PT0576,2026-5,200,0
PT0579,2026-02,300,0
PT0579,2026-03,1150,0
PT0579,2026-06,200,0
PT0580,2025-06,250,0
PT0580,2025-07,150,0
PT0580,2025-8,1900,0
PT0580,2025-9,3100,0
PT0580,2025-10,1550,0
PT0580,2025-11,1600,0
PT0580,2025-12,1766,0
PT0580,2026-01,1400,0
PT0580,2026-02,580,0
PT0580,2026-03,510,0
PT0580,2026-04,750,0
PT0580,2026-05,350,0
PT0580,2026-06,250,0
PT0580,2026-7,300,0
PT2812,2025-6,100,0
PT2812,2025-7,500,0
PT2812,2025-09,100,0
PT2812,2025-11,250,0
PT2812,2026-01,200,0
PT2812,2026-02,200,0
PT2812,2026-06,800,0
PT2812,2026-07,300,0
PT2813,2025-05,150,0
PT2813,2025-12,300,0
PT2813,2026-04,200,0
PT2814,2025-6,100,0
PT2814,2025-07,500,0
PT2814,2025-09,100,0
PT2814,2025-11,250,0
PT2814,2026-01,200,0
PT2814,2026-02,200,0
PT2814,2026-6,800,0
PT2814,2026-07,300,0
PT2815,2025-05,150,0
PT2815,2025-12,300,0
PT2829,2025-10,110,0
PT2844,2025-6,280,0
PT2844,2025-07,50,0
PT2844,2025-09,1120,0
PT2844,2025-10,200,0
PT2844,2025-11,800,0
PT2844,2025-12,440,0
PT2844,2026-1,240,0
PT2844,2026-3,850,0
PT2844,2026-04,50,0
PT2844,2026-05,150,0
PT2844,2026-06,400,0
PT2844,2026-7,168,0
PT2853,2025-6,620,0
PT2853,2025-10,2848,0
PT2853,2025-11,1900,0
PT2853,2025-12,600,0
PT2853,2026-01,50,0
PT2853,2026-05,50,0
PT2853,2026-06,100,0
PT3343,2025-07,100,0
PT3343,2025-08,200,0
PT3343,2025-9,100,0
PT3343,2025-10,50,0
PT3343,2025-11,350,0
PT3343,2025-12,750,0
PT3343,2026-01,500,0
PT3343,2026-02,82,0
PT3343,2026-03,50,0
PT3343,2026-05,100,0
PT3343,2026-06,150,0
PT3344,2025-7,100,0
PT3344,2025-8,200,0
PT3344,2025-9,100,0
PT3344,2025-10,50,0
PT3344,2025-11,350,0
PT3344,2025-12,750,0
PT3344,2026-01,500,0
PT3344,2026-02,82,0
PT3344,2026-03,50,0
PT3344,2026-05,100,0
PT3344,2026-06,150,0
PT3391,2025-6,50,0
PT3391,2025-7,100,0
PT3391,2026-2,100,0
PT3391,2026-03,300,0
PT3392,2025-08,330,0
PT3392,2025-09,500,0
PT3392,2025-10,50,0
PT3392,2025-11,200,0
PT3392,2026-03,150,0
PT3392,2026-04,250,0
PT3393,2025-12,100,0
PT3393,2026-01,300,0
PT3393,2026-05,200,0
PT3394,2025-06,50,0
PT3394,2025-7,100,0
PT3394,2026-2,100,0
PT3394,2026-03,300,0
PT3395,2025-08,330,0
PT3395,2025-9,750,0
PT3395,2025-10,50,0
PT3395,2025-11,300,0
PT3395,2026-03,150,0
PT3395,2026-04,250,0
PT3396,2025-12,100,0
PT3396,2026-01,300,0
PT3396,2026-05,200,0
PT4405,2025-07,320,0
PT4405,2025-9,500,0
PT4405,2025-12,200,0
PT4751,2025-07,100,0
PT4751,2025-08,60,0
PT4751,2025-9,130,0
PT4751,2025-11,150,0
PT4751,2025-12,450,0
PT4751,2026-02,100,0
PT4751,2026-04,150,0
PT4751,2026-5,100,0
PT4751,2026-07,300,0
PT4752,2025-11,600,0
PT4752,2025-12,300,0
PT4752,2026-1,300,0
PT4752,2026-2,50,0
PT4752,2026-03,100,0
PT4752,2026-06,50,0
PT4752,2026-07,100,0
PT4760,2025-09,650,0
PT4760,2025-10,3555,0
PT4760,2025-11,885,0
PT4760,2025-12,990,0
PT4760,2026-01,100,0
PT4760,2026-02,220,0
PT4760,2026-03,300,0
PT4760,2026-04,200,0
PT4761,2025-08,670,0
PT4761,2025-9,350,0
PT4761,2025-12,400,0
PT4761,2026-1,250,0
PT4761,2026-02,300,0
PT4761,2026-05,180,0
PT0506,2025-07,100,0
PT0506,2025-08,100,0
PT0506,2025-10,300,0
PT0510,2025-08,100,0
PT0518,2025-8,100,0
PT0521,2025-07,100,0
PT0521,2025-08,100,0
PT0521,2025-10,300,0
PT0526,2025-09,200,0
PT0548,2025-06,393,0
PT0548,2025-7,1290,0
PT0548,2025-08,710,0
PT0548,2025-09,300,0
PT0548,2025-11,400,0
PT0548,2025-12,1532,0
PT0548,2026-1,650,0
PT0548,2026-02,70,0
PT0548,2026-03,1259,0
PT0548,2026-04,485,0
PT0548,2026-05,1115,0
PT0548,2026-06,200,0
PT0548,2026-7,255,0
PT0549,2025-3,200,0
PT0549,2025-04,100,0
PT0549,2025-06,760,0
PT0549,2025-07,750,0
PT0549,2025-08,800,0
PT0549,2025-09,525,0
PT0549,2025-10,550,0
PT0549,2025-11,700,0
PT0549,2025-12,1100,0
PT0549,2026-01,1410,0
PT0549,2026-02,200,0
PT0549,2026-03,1170,0
PT0549,2026-04,1071,0
PT0549,2026-05,405,0
PT0549,2026-7,200,0
PT0554,2025-3,100,0
PT0554,2025-4,100,0
PT0554,2025-06,660,0
PT0554,2025-07,890,0
PT0554,2025-08,760,0
PT0554,2025-09,515,0
PT0554,2025-10,650,0
PT0554,2025-11,700,0
PT0554,2025-12,1200,0
PT0554,2026-01,1270,0
PT0554,2026-02,100,0
PT0554,2026-03,470,0
PT0554,2026-04,900,0
PT0554,2026-05,505,0
PT0554,2026-7,100,0
PT0555,2025-6,543,0
PT0555,2025-7,1100,0
PT0555,2025-08,250,0
PT0555,2025-09,350,0
PT0555,2025-10,660,0
PT0555,2025-11,601,0
PT0555,2025-12,2072,0
PT0555,2026-01,850,0
PT0555,2026-02,270,0
PT0555,2026-03,700,0
PT0555,2026-04,1235,0
PT0555,2026-05,820,0
PT0555,2026-6,350,0
PT0555,2026-7,305,0
PT0572,2025-12,200,0
PT0575,2025-07,100,0
PT0575,2025-10,150,0
PT0575,2026-03,150,0
PT0575,2026-05,400,0
PT0578,2025-07,100,0
PT0578,2025-10,150,0
PT0578,2025-12,200,0
PT0578,2026-3,150,0
PT0578,2026-05,200,0
PT2830,2025-10,110,0
PT3345,2025-08,200,0
PT3345,2025-09,100,0
PT3345,2025-10,50,0
PT3345,2025-11,350,0
PT3345,2025-12,750,0
PT3345,2026-01,500,0
PT3345,2026-02,82,0
PT3345,2026-5,100,0
PT3345,2026-06,150,0
PT3346,2025-07,100,0
PT3346,2025-12,300,0
PT3347,2025-8,400,0
PT3347,2025-9,100,0
PT3347,2025-12,100,0
PT3347,2026-01,200,0
PT3347,2026-02,82,0
PT3347,2026-03,50,0
PT3347,2026-05,50,0
PT3363,2025-7,100,0
PT3363,2025-08,200,0
PT3363,2025-09,100,0
PT3363,2025-10,50,0
PT3363,2025-11,350,0
PT3363,2025-12,750,0
PT3363,2026-01,500,0
PT3363,2026-02,82,0
PT3363,2026-03,50,0
PT3363,2026-05,100,0
PT3363,2026-06,150,0
PT3399,2025-8,330,0
PT3399,2025-9,450,0
PT3399,2025-10,50,0
PT3399,2025-11,100,0
PT3399,2026-03,150,0
PT3399,2026-04,250,0
PT4753,2025-07,320,0
PT4753,2025-11,50,0
PT4753,2025-12,350,0
PT4753,2026-02,100,0
PT4753,2026-5,100,0
PT4753,2026-7,100,0
PT5178,2026-01,100,0
PT5178,2026-04,56,0
PT5179,2026-01,120,0
PT5179,2026-5,100,0
PT5180,2026-3,50,0
